Unnamed: 0,system:index,elevation,surface_runoff_sum,temperature_2m,total_precipitation_sum,volumetric_soil_water_layer_1,.geo,longitude,latitude,geometry,index_right,adm2_name,adm2_name1,adm2_name2,adm2_name3,adm2_pcode,adm1_name,adm1_name1,adm1_name2,adm1_name3,adm1_pcode,adm0_name,adm0_name1,adm0_name2,adm0_name3,adm0_pcode,valid_on,valid_to,area_sqkm,version,lang,lang1,lang2,lang3,adm2_ref_n,sendist_en,sendistpco,center_lat,center_lon,distance,state_name,lga,region_type,flood_influence,historical_flood_lga,high_risk_state,hybrid_score,flood_label
52,52,698,0.0002154488675891,297.79665478756186,0.0033776673859968,0.3104717655666484,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.339981969174893,4.266997599567727]}",13.339981969174891,4.266997599567727,POINT (13.339981969174893 4.266997599567727),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,330772.5834258744,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,1,0
53,53,666,0.0001800926729513,297.9562839790693,0.003345844351213,0.30530221905136,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.429813497586846,4.266997599567727]}",13.429813497586846,4.266997599567727,POINT (13.429813497586844 4.266997599567727),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,337245.7829122621,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,0,0
54,54,655,0.0001850842797065,298.0775196894328,0.003302502375372,0.3013783316624572,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.519645025998798,4.266997599567727]}",13.519645025998798,4.266997599567727,POINT (13.519645025998798 4.266997599567727),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,343632.0073384749,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,0,0
55,55,656,0.0001584808986135,298.1651016564998,0.0032500037073886,0.3014254855108498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.609476554410751,4.266997599567727]}",13.609476554410753,4.266997599567727,POINT (13.60947655441075 4.266997599567727),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,350187.37104989204,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,0,0
56,56,655,0.0001500857435421,298.2991723368629,0.0032063520444754,0.2927295827582674,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.699308082822702,4.266997599567727]}",13.699308082822702,4.266997599567727,POINT (13.6993080828227 4.266997599567727),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,356902.5542332246,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,0,0
57,57,621,0.0001554008673609,298.38562185246,0.0031889526876249,0.2923906150155099,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.789139611234654,4.266997599567727]}",13.789139611234654,4.266997599567727,POINT (13.789139611234654 4.266997599567727),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,363768.7061768301,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,0,0
58,58,626,0.0001587792380875,298.398500688287,0.0032321511947323,0.2935176703114866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.878971139646607,4.266997599567727]}",13.878971139646607,4.266997599567727,POINT (13.878971139646605 4.266997599567727),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,370777.43994063337,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,0,0
59,59,632,0.0001692859917566,298.3687717293231,0.0033164428367362,0.2940127411770817,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.968802668058558,4.266997599567727]}",13.968802668058558,4.266997599567727,POINT (13.968802668058558 4.266997599567727),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,377920.8228508917,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,0,0
60,60,649,0.0001788967374469,298.32108188723714,0.003362889368516,0.2984917131566422,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.05863419647051,4.266997599567727]}",14.05863419647051,4.266997599567727,POINT (14.05863419647051 4.266997599567727),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,385191.3637656744,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,0,0
61,61,653,0.0001788967374469,298.32108188723714,0.003362889368516,0.2984917131566422,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.148465724882463,4.266997599567727]}",14.148465724882463,4.266997599567727,POINT (14.148465724882463 4.266997599567727),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,392581.9979253063,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,0,0
62,62,642,0.0001579003586229,298.3541085460713,0.0033537450713377,0.2969621507141773,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.238297253294416,4.266997599567727]}",14.238297253294416,4.266997599567727,POINT (14.238297253294414 4.266997599567727),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,400086.070077915,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,0,0
63,63,646,0.0001632555407892,298.5044789281625,0.0032707443622913,0.2895593116513018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.328128781706367,4.266997599567727]}",14.328128781706368,4.266997599567727,POINT (14.328128781706365 4.266997599567727),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,407697.3164564064,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,0,0
64,64,629,0.0001786038252329,298.59528193204727,0.0032004436796535,0.2869950408680191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.41796031011832,4.266997599567727]}",14.41796031011832,4.266997599567727,POINT (14.417960310118318 4.266997599567727),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,415409.8460810967,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,0,0
65,65,631,0.0001901957486547,298.6263744459294,0.0031711536280387,0.2858088513804809,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.507791838530272,4.266997599567727]}",14.507791838530272,4.266997599567727,POINT (14.507791838530272 4.266997599567727),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,423218.1217723144,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,0,0
66,66,627,0.0002043803347022,298.7119990908431,0.0031434094307754,0.2886315657271654,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.597623366942225,4.266997599567727]}",14.597623366942225,4.266997599567727,POINT (14.597623366942223 4.266997599567727),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,431116.94117936335,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,0,0
67,67,614,0.0001773290652382,298.8221877443546,0.0031239886440151,0.3722151044331667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.687454895354175,4.266997599567727]}",14.687454895354175,4.266997599567727,POINT (14.687454895354172 4.266997599567727),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,439101.4180655939,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,2,0
68,68,1,0.0002011484965947,300.0708629666767,0.006752562972751,0.2290638059345932,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.8839651109828655,4.356829127979679]}",5.8839651109828655,4.356829127979679,POINT (5.883965110982865 4.356829127979678),125,Brass,,,,NG006001,Bayelsa,,,,NG006,Nigeria,,,,NG,2019-04-17,,943.50332519,v01,en,,,,Brass,Bayelsa East,NG00602,4.41716504,6.10600524,1917.635230933768,Bayelsa,Brass,Coastal/Delta,Tidal+River,0,1,5,1
69,69,11,0.0003848384363582,299.987128415174,0.0070184081081834,0.3262178498498379,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.973796639394818,4.356829127979679]}",5.973796639394818,4.356829127979679,POINT (5.973796639394817 4.356829127979678),125,Brass,,,,NG006001,Bayelsa,,,,NG006,Nigeria,,,,NG,2019-04-17,,943.50332519,v01,en,,,,Brass,Bayelsa East,NG00602,4.41716504,6.10600524,0.0,Bayelsa,Brass,Coastal/Delta,Tidal+River,0,1,4,1
70,70,7,0.0002665384644952,299.9452564594104,0.0072760609850948,0.2642080645646093,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.06362816780677,4.356829127979679]}",6.06362816780677,4.356829127979679,POINT (6.06362816780677 4.356829127979678),125,Brass,,,,NG006001,Bayelsa,,,,NG006,Nigeria,,,,NG,2019-04-17,,943.50332519,v01,en,,,,Brass,Bayelsa East,NG00602,4.41716504,6.10600524,0.0,Bayelsa,Brass,Coastal/Delta,Tidal+River,0,1,5,1
71,71,7,0.0003320316387496,299.853440864362,0.0075032200400455,0.2721937139810865,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.1534596962187225,4.356829127979679]}",6.1534596962187225,4.356829127979679,POINT (6.153459696218722 4.356829127979678),125,Brass,,,,NG006001,Bayelsa,,,,NG006,Nigeria,,,,NG,2019-04-17,,943.50332519,v01,en,,,,Brass,Bayelsa East,NG00602,4.41716504,6.10600524,0.0,Bayelsa,Brass,Coastal/Delta,Tidal+River,0,1,5,1
72,72,6,0.0003320316387496,299.853440864362,0.0075032200400455,0.2721937139810865,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.243291224630674,4.356829127979679]}",6.243291224630674,4.356829127979679,POINT (6.243291224630674 4.356829127979678),125,Brass,,,,NG006001,Bayelsa,,,,NG006,Nigeria,,,,NG,2019-04-17,,943.50332519,v01,en,,,,Brass,Bayelsa East,NG00602,4.41716504,6.10600524,0.0,Bayelsa,Brass,Coastal/Delta,Tidal+River,0,1,5,1
73,73,8,0.0007783462948474,299.83695645073385,0.0075902456982735,0.3703021605628159,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.333122753042626,4.356829127979679]}",6.333122753042626,4.356829127979679,POINT (6.333122753042626 4.356829127979678),125,Brass,,,,NG006001,Bayelsa,,,,NG006,Nigeria,,,,NG,2019-04-17,,943.50332519,v01,en,,,,Brass,Bayelsa East,NG00602,4.41716504,6.10600524,0.0,Bayelsa,Brass,Coastal/Delta,Tidal+River,0,1,4,1
74,74,7,0.0012424066764804,299.84843626012224,0.0076762179953889,0.4273908053034979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.422954281454579,4.356829127979679]}",6.422954281454579,4.356829127979679,POINT (6.422954281454578 4.356829127979678),125,Brass,,,,NG006001,Bayelsa,,,,NG006,Nigeria,,,,NG,2019-04-17,,943.50332519,v01,en,,,,Brass,Bayelsa East,NG00602,4.41716504,6.10600524,0.0,Bayelsa,Brass,Coastal/Delta,Tidal+River,0,1,8,2
75,75,8,0.0011523137492221,299.86854155444803,0.007598119438523,0.4028384497262525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.51278580986653,4.356829127979679]}",6.51278580986653,4.356829127979679,POINT (6.51278580986653 4.356829127979678),125,Brass,,,,NG006001,Bayelsa,,,,NG006,Nigeria,,,,NG,2019-04-17,,943.50332519,v01,en,,,,Brass,Bayelsa East,NG00602,4.41716504,6.10600524,0.0,Bayelsa,Brass,Coastal/Delta,Tidal+River,0,1,6,1
76,76,8,0.0006359382300875,299.88781622093416,0.0073960551700178,0.2971309982223198,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.602617338278483,4.356829127979679]}",6.602617338278483,4.356829127979679,POINT (6.602617338278482 4.356829127979678),42,Akuku Toru,,,,NG033004,Rivers,,,,NG033,Nigeria,,,,NG,2019-04-17,,1246.89062222,v01,en,,,,Akuku Toru,Rivers West,NG03303,4.53746798,6.70521904,0.0,Rivers,Akuku Toru,Coastal/Delta,Tidal+River,0,1,6,1
77,77,9,0.0003570824358246,299.92856400810626,0.0072166400612313,0.2399115873656282,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.692448866690435,4.356829127979679]}",6.692448866690435,4.356829127979679,POINT (6.692448866690435 4.356829127979678),42,Akuku Toru,,,,NG033004,Rivers,,,,NG033,Nigeria,,,,NG,2019-04-17,,1246.89062222,v01,en,,,,Akuku Toru,Rivers West,NG03303,4.53746798,6.70521904,0.0,Rivers,Akuku Toru,Coastal/Delta,Tidal+River,0,1,5,1
78,78,14,0.0009790183147411,299.9708957936179,0.0072893157346031,0.4146925913005337,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.782280395102387,4.356829127979679]}",6.782280395102387,4.356829127979679,POINT (6.7822803951023864 4.356829127979678),42,Akuku Toru,,,,NG033004,Rivers,,,,NG033,Nigeria,,,,NG,2019-04-17,,1246.89062222,v01,en,,,,Akuku Toru,Rivers West,NG03303,4.53746798,6.70521904,0.0,Rivers,Akuku Toru,Coastal/Delta,Tidal+River,0,1,4,1
79,79,19,0.0025630516583709,298.90817728163023,0.0137714177148752,0.4659808283796704,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.938237076989239,4.356829127979679]}",8.938237076989239,4.356829127979679,POINT (8.938237076989239 4.356829127979678),41,Akpabuyo,,,,NG009003,Cross River,,,,NG009,Nigeria,,,,NG,2019-04-17,,793.44744868,v01,en,,,,Akpabuyo,Cross River South,NG00903,4.90119648,8.48230229,60022.433782639775,Cross River,Akpabuyo,Coastal/Delta,Coastal+River,0,0,9,2
80,80,370,0.0030178284023462,298.56754702961763,0.0139382271554048,0.4489755344666542,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.028068605401192,4.356829127979679]}",9.028068605401192,4.356829127979679,POINT (9.02806860540119 4.356829127979678),41,Akpabuyo,,,,NG009003,Cross River,,,,NG009,Nigeria,,,,NG,2019-04-17,,793.44744868,v01,en,,,,Akpabuyo,Cross River South,NG00903,4.90119648,8.48230229,67899.76250249552,Cross River,Akpabuyo,Coastal/Delta,Coastal+River,0,0,8,2
81,81,682,0.0030776039105961,297.3329869462854,0.0124570751556479,0.3853358331561609,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.117900133813142,4.356829127979679]}",9.117900133813142,4.356829127979679,POINT (9.117900133813142 4.356829127979678),41,Akpabuyo,,,,NG009003,Cross River,,,,NG009,Nigeria,,,,NG,2019-04-17,,793.44744868,v01,en,,,,Akpabuyo,Cross River South,NG00903,4.90119648,8.48230229,75473.53063895008,Cross River,Akpabuyo,Coastal/Delta,Coastal+River,0,0,6,1
82,82,939,0.0025364346547194,296.5074137413897,0.0107140541379023,0.3526798546014986,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.207731662225095,4.356829127979679]}",9.207731662225097,4.356829127979679,POINT (9.207731662225093 4.356829127979678),41,Akpabuyo,,,,NG009003,Cross River,,,,NG009,Nigeria,,,,NG,2019-04-17,,793.44744868,v01,en,,,,Akpabuyo,Cross River South,NG00903,4.90119648,8.48230229,83007.56615570126,Cross River,Akpabuyo,Coastal/Delta,Coastal+River,0,0,6,1
83,83,787,0.0022454363931971,297.6613091382196,0.0095418863358658,0.3627196256381341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.297563190637048,4.356829127979679]}",9.297563190637048,4.356829127979679,POINT (9.297563190637048 4.356829127979678),41,Akpabuyo,,,,NG009003,Cross River,,,,NG009,Nigeria,,,,NG,2019-04-17,,793.44744868,v01,en,,,,Akpabuyo,Cross River South,NG00903,4.90119648,8.48230229,91013.320337925,Cross River,Akpabuyo,Coastal/Delta,Coastal+River,0,0,6,1
84,84,58,0.0018269279465888,299.1815333271355,0.0087718746392941,0.3672715745232661,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.387394719048999,4.356829127979679]}",9.387394719049,4.356829127979679,POINT (9.387394719048997 4.356829127979678),41,Akpabuyo,,,,NG009003,Cross River,,,,NG009,Nigeria,,,,NG,2019-04-17,,793.44744868,v01,en,,,,Akpabuyo,Cross River South,NG00903,4.90119648,8.48230229,99381.04909274366,Cross River,Akpabuyo,Coastal/Delta,Coastal+River,0,0,6,1
85,85,45,0.0016219437646027,299.3147777996703,0.0080199150602074,0.3579041179086492,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.477226247460951,4.356829127979679]}",9.477226247460951,4.356829127979679,POINT (9.477226247460951 4.356829127979678),41,Akpabuyo,,,,NG009003,Cross River,,,,NG009,Nigeria,,,,NG,2019-04-17,,793.44744868,v01,en,,,,Akpabuyo,Cross River South,NG00903,4.90119648,8.48230229,108026.66966362964,Cross River,Akpabuyo,Coastal/Delta,Coastal+River,0,0,5,1
86,86,66,0.0014769117352571,299.16328046326566,0.0074064520556775,0.3545231592087522,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.567057775872904,4.356829127979679]}",9.567057775872904,4.356829127979679,POINT (9.567057775872904 4.356829127979678),41,Akpabuyo,,,,NG009003,Cross River,,,,NG009,Nigeria,,,,NG,2019-04-17,,793.44744868,v01,en,,,,Akpabuyo,Cross River South,NG00903,4.90119648,8.48230229,116888.5357871146,Cross River,Akpabuyo,Coastal/Delta,Coastal+River,0,0,4,1
87,87,61,0.0012256201783417,299.12409108294094,0.0070214832936682,0.3550899801017778,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.656889304284856,4.356829127979679]}",9.656889304284856,4.356829127979679,POINT (9.656889304284855 4.356829127979678),41,Akpabuyo,,,,NG009003,Cross River,,,,NG009,Nigeria,,,,NG,2019-04-17,,793.44744868,v01,en,,,,Akpabuyo,Cross River South,NG00903,4.90119648,8.48230229,125920.99998926384,Cross River,Akpabuyo,Coastal/Delta,Coastal+River,0,0,4,1
88,88,62,0.0012256201783417,299.12409108294094,0.0070214832936682,0.3550899801017778,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.746720832696807,4.356829127979679]}",9.746720832696807,4.356829127979679,POINT (9.746720832696807 4.356829127979678),41,Akpabuyo,,,,NG009003,Cross River,,,,NG009,Nigeria,,,,NG,2019-04-17,,793.44744868,v01,en,,,,Akpabuyo,Cross River South,NG00903,4.90119648,8.48230229,135089.84668781288,Cross River,Akpabuyo,Coastal/Delta,Coastal+River,0,0,4,1
89,89,32,0.0011880061891404,299.32156166275087,0.0067591421856736,0.3526189767224371,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.83655236110876,4.356829127979679]}",9.83655236110876,4.356829127979679,POINT (9.836552361108758 4.356829127979678),41,Akpabuyo,,,,NG009003,Cross River,,,,NG009,Nigeria,,,,NG,2019-04-17,,793.44744868,v01,en,,,,Akpabuyo,Cross River South,NG00903,4.90119648,8.48230229,144369.09336134727,Cross River,Akpabuyo,Coastal/Delta,Coastal+River,0,0,4,1
90,90,43,0.0011209936609337,299.4830761933716,0.0068237841540484,0.3483184409362805,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.926383889520713,4.356829127979679]}",9.926383889520713,4.356829127979679,POINT (9.926383889520713 4.356829127979678),33,Akamkpa,,,,NG009002,Cross River,,,,NG009,Nigeria,,,,NG,2019-04-17,,5028.47402601,v01,en,,,,Akamkpa,Cross River South,NG00903,5.38760969,8.52822975,153187.55180362173,Cross River,Akamkpa,Coastal/Delta,Coastal+River,0,0,4,1
91,91,113,0.0010194220856029,299.36572136437184,0.0070011339149659,0.3405794947183274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.016215417932665,4.356829127979679]}",10.016215417932663,4.356829127979679,POINT (10.016215417932663 4.356829127979678),33,Akamkpa,,,,NG009002,Cross River,,,,NG009,Nigeria,,,,NG,2019-04-17,,5028.47402601,v01,en,,,,Akamkpa,Cross River South,NG00903,5.38760969,8.52822975,161536.6458184157,Cross River,Akamkpa,Coastal/Delta,Coastal+River,0,0,2,0
92,92,144,0.0011603043013813,298.89277372791133,0.0074625998520909,0.3494497673815827,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.106046946344616,4.356829127979679]}",10.106046946344616,4.356829127979679,POINT (10.106046946344616 4.356829127979678),33,Akamkpa,,,,NG009002,Cross River,,,,NG009,Nigeria,,,,NG,2019-04-17,,5028.47402601,v01,en,,,,Akamkpa,Cross River South,NG00903,5.38760969,8.52822975,170063.95813617084,Cross River,Akamkpa,Coastal/Delta,Coastal+River,0,0,4,1
