Unnamed: 0,system:index,elevation,surface_runoff_sum,temperature_2m,total_precipitation_sum,volumetric_soil_water_layer_1,.geo,longitude,latitude,geometry,index_right,adm2_name,adm2_name1,adm2_name2,adm2_name3,adm2_pcode,adm1_name,adm1_name1,adm1_name2,adm1_name3,adm1_pcode,adm0_name,adm0_name1,adm0_name2,adm0_name3,adm0_pcode,valid_on,valid_to,area_sqkm,version,lang,lang1,lang2,lang3,adm2_ref_n,sendist_en,sendistpco,center_lat,center_lon,distance,state_name,lga,region_type,flood_influence,historical_flood_lga,high_risk_state,hybrid_score,flood_label
2163,2163,739,0.0004269454691139,297.85982254355605,0.0044787326617377,0.3048054340965547,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.184025287288042,6.1534596962187225]}",11.184025287288042,6.1534596962187225,POINT (11.184025287288042 6.153459696218722),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,41807.50795161873,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,2,0
2164,2164,722,0.0004854975212985,297.8133847903902,0.0046714517428323,0.3120884009552351,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.273856815699995,6.1534596962187225]}",11.273856815699997,6.1534596962187225,POINT (11.273856815699993 6.153459696218722),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,39839.27113742312,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,3,0
2165,2165,722,0.0005215899223935,297.9760887869119,0.0050029282776217,0.3111930544220768,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.363688344111946,6.1534596962187225]}",11.363688344111946,6.1534596962187225,POINT (11.363688344111946 6.153459696218722),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,39078.75858405281,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,3,0
2166,2166,731,0.0007498479430831,298.16991441739145,0.0053843426298098,0.3113367494774364,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.453519872523898,6.1534596962187225]}",11.453519872523898,6.1534596962187225,POINT (11.453519872523898 6.153459696218722),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,40626.13792073383,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,5,1
2167,2167,764,0.0007498479430831,298.16991441739145,0.0053843426298098,0.3113367494774364,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.543351400935851,6.1534596962187225]}",11.543351400935853,6.1534596962187225,POINT (11.54335140093585 6.153459696218722),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,44239.05709420596,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,5,1
2168,2168,873,0.0012111961025453,297.9132888947161,0.0056440956114976,0.3127849433187404,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.633182929347804,6.1534596962187225]}",11.633182929347804,6.1534596962187225,POINT (11.633182929347804 6.153459696218722),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,48096.42842668868,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,5,1
2169,2169,796,0.0012355283283577,297.6882999187437,0.0057385114737553,0.3122435241425293,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.723014457759755,6.1534596962187225]}",11.723014457759756,6.1534596962187225,POINT (11.723014457759755 6.153459696218722),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,53567.14181494789,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,5,1
2170,2170,908,0.0012416667838392,297.7378083540579,0.0056427965818572,0.3101349080078644,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.812845986171707,6.1534596962187225]}",11.812845986171707,6.1534596962187225,POINT (11.812845986171707 6.153459696218722),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,60213.04623619287,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,5,1
2171,2171,901,0.001050941595091,297.6864099739059,0.0056490582762667,0.3088992612285379,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.90267751458366,6.1534596962187225]}",11.90267751458366,6.1534596962187225,POINT (11.902677514583658 6.153459696218722),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,66381.06410398128,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,5,1
2172,2172,918,0.0010399123452287,297.42322790301665,0.0056630543670458,0.309479058940498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.99250904299561,6.1534596962187225]}",11.99250904299561,6.1534596962187225,POINT (11.992509042995609 6.153459696218722),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,73175.70667196815,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,5,1
2173,2173,956,0.0007233768497521,297.3223854191464,0.0056156975246209,0.306703134557346,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.082340571407563,6.1534596962187225]}",12.082340571407563,6.1534596962187225,POINT (12.082340571407563 6.153459696218722),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,80640.69954004012,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,4,1
2174,2174,954,0.0005086713977623,297.4411667603687,0.0053468795395195,0.3317163389929349,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.172172099819516,6.1534596962187225]}",12.172172099819516,6.1534596962187225,POINT (12.172172099819514 6.153459696218722),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,88606.77625143634,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,4,1
2175,2175,932,0.000517147914126,297.59156574253336,0.0051491037891601,0.3302910400093483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.262003628231469,6.1534596962187225]}",12.262003628231469,6.1534596962187225,POINT (12.262003628231469 6.153459696218722),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,96950.49857033856,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,4,1
2176,2176,914,0.0005425260198654,297.7864287756681,0.005119662590395,0.3026190467136879,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.35183515664342,6.1534596962187225]}",12.35183515664342,6.1534596962187225,POINT (12.35183515664342 6.153459696218722),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,105582.3732845699,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,3,0
2177,2177,889,0.0005425260198654,297.7864287756681,0.005119662590395,0.3026190467136879,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.441666685055372,6.1534596962187225]}",12.441666685055372,6.1534596962187225,POINT (12.44166668505537 6.153459696218722),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,114124.88984409616,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,3,0
2178,2178,891,0.0005362097638102,297.8531738808209,0.0051205949229297,0.3020067309274095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.531498213467325,6.1534596962187225]}",12.531498213467325,6.1534596962187225,POINT (12.531498213467323 6.153459696218722),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,122879.37831200036,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,3,0
2179,2179,894,0.0005259947525698,297.8021114586727,0.0050501779622668,0.3009225983752453,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.621329741879277,6.1534596962187225]}",12.621329741879276,6.1534596962187225,POINT (12.62132974187928 6.153459696218722),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,131811.2011429999,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,2,0
2180,2180,875,0.0005362181393374,297.90755250003144,0.0049914911467279,0.2999928290307495,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.711161270291228,6.1534596962187225]}",12.711161270291228,6.1534596962187225,POINT (12.711161270291228 6.153459696218722),669,Sardauna,,,,NG035011,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,4595.61746269,v01,en,,,,Sardauna,Taraba Central,NG03501,6.92809079,11.23064058,140886.63484936018,Taraba,Sardauna,River Basin Flooding,River Benue,0,0,2,0
2181,2181,834,0.0005340571649158,298.0704097112306,0.0049729318354744,0.2999883582380543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.80099279870318,6.1534596962187225]}",12.80099279870318,6.1534596962187225,POINT (12.800992798703179 6.153459696218722),235,Gashaka,,,,NG035004,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,8376.55796726,v01,en,,,,Gashaka,Taraba Central,NG03501,7.50945643,11.33835569,148284.52688789912,Taraba,Gashaka,River Basin Flooding,River Benue,0,0,2,0
2182,2182,786,0.0005683809253572,298.07825396845533,0.0050146284605981,0.3000924867635515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.890824327115133,6.1534596962187225]}",12.890824327115132,6.1534596962187225,POINT (12.890824327115133 6.153459696218722),235,Gashaka,,,,NG035004,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,8376.55796726,v01,en,,,,Gashaka,Taraba Central,NG03501,7.50945643,11.33835569,155683.37495458624,Taraba,Gashaka,River Basin Flooding,River Benue,0,0,2,0
2183,2183,852,0.0005965368734653,297.9702198661734,0.0051252910228598,0.3009833018565383,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.980655855527084,6.1534596962187225]}",12.980655855527084,6.1534596962187225,POINT (12.980655855527084 6.153459696218722),235,Gashaka,,,,NG035004,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,8376.55796726,v01,en,,,,Gashaka,Taraba Central,NG03501,7.50945643,11.33835569,163359.49791834078,Taraba,Gashaka,River Basin Flooding,River Benue,0,0,3,0
2184,2184,908,0.000619923457034,297.87903915560827,0.005263743070761,0.3020002282991553,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.070487383939037,6.1534596962187225]}",13.070487383939035,6.1534596962187225,POINT (13.070487383939035 6.153459696218722),235,Gashaka,,,,NG035004,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,8376.55796726,v01,en,,,,Gashaka,Taraba Central,NG03501,7.50945643,11.33835569,171275.6196398499,Taraba,Gashaka,River Basin Flooding,River Benue,0,0,4,1
2185,2185,893,0.0006783590373629,297.91128168957766,0.0053986874526479,0.3028682022175974,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.16031891235099,6.1534596962187225]}",13.16031891235099,6.1534596962187225,POINT (13.16031891235099 6.153459696218722),235,Gashaka,,,,NG035004,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,8376.55796726,v01,en,,,,Gashaka,Taraba Central,NG03501,7.50945643,11.33835569,179378.69602171693,Taraba,Gashaka,River Basin Flooding,River Benue,0,0,4,1
2186,2186,885,0.0006920238986563,297.9960531237355,0.0054674898748758,0.3037068909494627,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.250150440762942,6.1534596962187225]}",13.250150440762942,6.1534596962187225,POINT (13.25015044076294 6.153459696218722),235,Gashaka,,,,NG035004,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,8376.55796726,v01,en,,,,Gashaka,Taraba Central,NG03501,7.50945643,11.33835569,187641.7314561736,Taraba,Gashaka,River Basin Flooding,River Benue,0,0,4,1
2187,2187,873,0.0006920238986563,297.9960531237355,0.0054674898748758,0.3037068909494627,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.339981969174893,6.1534596962187225]}",13.339981969174891,6.1534596962187225,POINT (13.339981969174893 6.153459696218722),235,Gashaka,,,,NG035004,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,8376.55796726,v01,en,,,,Gashaka,Taraba Central,NG03501,7.50945643,11.33835569,196066.6268932324,Taraba,Gashaka,River Basin Flooding,River Benue,0,0,4,1
2188,2188,888,0.0006933041335185,297.9528623331672,0.0054375189265682,0.3039946025788608,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.429813497586846,6.1534596962187225]}",13.429813497586846,6.1534596962187225,POINT (13.429813497586844 6.153459696218722),235,Gashaka,,,,NG035004,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,8376.55796726,v01,en,,,,Gashaka,Taraba Central,NG03501,7.50945643,11.33835569,204627.53696476825,Taraba,Gashaka,River Basin Flooding,River Benue,0,0,4,1
2189,2189,907,0.0006738107996626,297.8322352472184,0.0052523895999237,0.3031455805616152,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.519645025998798,6.1534596962187225]}",13.519645025998798,6.1534596962187225,POINT (13.519645025998798 6.153459696218722),235,Gashaka,,,,NG035004,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,8376.55796726,v01,en,,,,Gashaka,Taraba Central,NG03501,7.50945643,11.33835569,213290.645634838,Taraba,Gashaka,River Basin Flooding,River Benue,0,0,4,1
2190,2190,897,0.0006633657861767,297.68919569532267,0.0052314497040498,0.3032793619308802,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.609476554410751,6.1534596962187225]}",13.609476554410753,6.1534596962187225,POINT (13.60947655441075 6.153459696218722),235,Gashaka,,,,NG035004,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,8376.55796726,v01,en,,,,Gashaka,Taraba Central,NG03501,7.50945643,11.33835569,222066.1391261272,Taraba,Gashaka,River Basin Flooding,River Benue,0,0,4,1
2191,2191,849,0.0005390616563127,297.6007356688658,0.0052592379144873,0.3739732713001457,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.699308082822702,6.1534596962187225]}",13.699308082822702,6.1534596962187225,POINT (13.6993080828227 6.153459696218722),235,Gashaka,,,,NG035004,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,8376.55796726,v01,en,,,,Gashaka,Taraba Central,NG03501,7.50945643,11.33835569,230941.20632196177,Taraba,Gashaka,River Basin Flooding,River Benue,0,0,5,1
2192,2192,946,0.0005182562347472,297.5621725558585,0.0052798243141472,0.3921784134410235,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.789139611234654,6.1534596962187225]}",13.789139611234654,6.1534596962187225,POINT (13.789139611234654 6.153459696218722),235,Gashaka,,,,NG035004,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,8376.55796726,v01,en,,,,Gashaka,Taraba Central,NG03501,7.50945643,11.33835569,239904.7965516766,Taraba,Gashaka,River Basin Flooding,River Benue,0,0,5,1
2193,2193,929,0.0004823270459144,297.6152805889577,0.0052566864799945,0.3931045793387938,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.878971139646607,6.1534596962187225]}",13.878971139646607,6.1534596962187225,POINT (13.878971139646605 6.153459696218722),235,Gashaka,,,,NG035004,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,8376.55796726,v01,en,,,,Gashaka,Taraba Central,NG03501,7.50945643,11.33835569,248947.34792634324,Taraba,Gashaka,River Basin Flooding,River Benue,0,0,5,1
2194,2194,916,0.000467901820736,297.5819654036705,0.0051171304233553,0.3923210589178039,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.968802668058558,6.1534596962187225]}",13.968802668058558,6.1534596962187225,POINT (13.968802668058558 6.153459696218722),235,Gashaka,,,,NG035004,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,8376.55796726,v01,en,,,,Gashaka,Taraba Central,NG03501,7.50945643,11.33835569,258060.5600835165,Taraba,Gashaka,River Basin Flooding,River Benue,0,0,5,1
2195,2195,977,0.0004500865235768,297.4549657385515,0.0048955973728846,0.3911900165580496,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.05863419647051,6.1534596962187225]}",14.05863419647051,6.1534596962187225,POINT (14.05863419647051 6.153459696218722),235,Gashaka,,,,NG035004,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,8376.55796726,v01,en,,,,Gashaka,Taraba Central,NG03501,7.50945643,11.33835569,267237.2041869857,Taraba,Gashaka,River Basin Flooding,River Benue,0,0,4,1
2196,2196,987,0.0004500865235768,297.4549657385515,0.0048955973728846,0.3911900165580496,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.148465724882463,6.1534596962187225]}",14.148465724882463,6.1534596962187225,POINT (14.148465724882463 6.153459696218722),235,Gashaka,,,,NG035004,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,8376.55796726,v01,en,,,,Gashaka,Taraba Central,NG03501,7.50945643,11.33835569,276470.96399574244,Taraba,Gashaka,River Basin Flooding,River Benue,0,0,4,1
2197,2197,967,0.0004130513808978,297.4388948374097,0.0046777839440141,0.39057280051369,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.238297253294416,6.1534596962187225]}",14.238297253294416,6.1534596962187225,POINT (14.238297253294414 6.153459696218722),235,Gashaka,,,,NG035004,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,8376.55796726,v01,en,,,,Gashaka,Taraba Central,NG03501,7.50945643,11.33835569,285756.3027542762,Taraba,Gashaka,River Basin Flooding,River Benue,0,0,4,1
2198,2198,954,0.0003844253525022,297.53540637876586,0.004378301093249,0.3896523784252669,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.328128781706367,6.1534596962187225]}",14.328128781706368,6.1534596962187225,POINT (14.328128781706365 6.153459696218722),235,Gashaka,,,,NG035004,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,8376.55796726,v01,en,,,,Gashaka,Taraba Central,NG03501,7.50945643,11.33835569,295088.3515065477,Taraba,Gashaka,River Basin Flooding,River Benue,0,0,4,1
2199,2199,886,0.0003485109560133,297.6846380322269,0.0041543540886702,0.3890714333442978,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.41796031011832,6.1534596962187225]}",14.41796031011832,6.1534596962187225,POINT (14.417960310118318 6.153459696218722),235,Gashaka,,,,NG035004,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,8376.55796726,v01,en,,,,Gashaka,Taraba Central,NG03501,7.50945643,11.33835569,304462.81517766736,Taraba,Gashaka,River Basin Flooding,River Benue,0,0,3,0
2200,2200,915,0.0003157200292602,297.5697660981544,0.0040585686015858,0.3904378453690974,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.507791838530272,6.1534596962187225]}",14.507791838530272,6.1534596962187225,POINT (14.507791838530272 6.153459696218722),235,Gashaka,,,,NG035004,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,8376.55796726,v01,en,,,,Gashaka,Taraba Central,NG03501,7.50945643,11.33835569,313875.8933989179,Taraba,Gashaka,River Basin Flooding,River Benue,0,0,3,0
2201,2201,996,0.00034805731053,297.1145230584468,0.0041393431546821,0.3916374530383083,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.597623366942225,6.1534596962187225]}",14.597623366942225,6.1534596962187225,POINT (14.597623366942223 6.153459696218722),235,Gashaka,,,,NG035004,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,8376.55796726,v01,en,,,,Gashaka,Taraba Central,NG03501,7.50945643,11.33835569,323324.21358139464,Taraba,Gashaka,River Basin Flooding,River Benue,0,0,3,0
2202,2202,1041,0.0003392048645977,296.73358159752263,0.0042248049527054,0.4065528729182117,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.687454895354175,6.1534596962187225]}",14.687454895354175,6.1534596962187225,POINT (14.687454895354172 6.153459696218722),709,Toungo,,,,NG002019,Adamawa,,,,NG002,Nigeria,,,,NG,2019-04-17,,5577.64967242,v01,en,,,,Toungo,Adamawa South,NG00203,7.90223263,11.87424111,332350.9636547334,Adamawa,Toungo,River Basin Flooding,River Benue,0,0,5,1
2203,2203,11,0.0004341671526404,300.0727240142983,0.0061000299669045,0.347664829441606,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.7161552416274874,6.243291224630674]}",4.716155241627488,6.243291224630674,POINT (4.7161552416274874 6.243291224630673),339,Ilaje,,,,NG029010,Ondo,,,,NG029,Nigeria,,,,NG,2019-04-17,,963.77320365,v01,en,,,,Ilaje,Ondo South,NG02903,6.19899963,4.75285177,0.0,Ondo,Ilaje,Urban Flooding,Coastal+River,0,0,8,2
2204,2204,8,0.0004509265926916,299.9594117127898,0.0064346876989771,0.356067223362449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.80598677003944,6.243291224630674]}",4.80598677003944,6.243291224630674,POINT (4.805986770039439 6.243291224630673),339,Ilaje,,,,NG029010,Ondo,,,,NG029,Nigeria,,,,NG,2019-04-17,,963.77320365,v01,en,,,,Ilaje,Ondo South,NG02903,6.19899963,4.75285177,0.0,Ondo,Ilaje,Urban Flooding,Coastal+River,0,0,8,2
2205,2205,11,0.0005592634856347,299.8931560774622,0.0065421709444536,0.4213967763650336,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.895818298451392,6.243291224630674]}",4.895818298451392,6.243291224630674,POINT (4.895818298451392 6.243291224630673),200,Ese-Odo,,,,NG029007,Ondo,,,,NG029,Nigeria,,,,NG,2019-04-17,,1077.21348129,v01,en,,,,Ese-Odo,Ondo South,NG02903,6.18445919,4.99072372,0.0,Ondo,Ese-Odo,Urban Flooding,Coastal+River,0,0,9,2
2206,2206,12,0.0007048455623392,299.8264546895633,0.0066061909712774,0.4298179823206423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.9856498268633445,6.243291224630674]}",4.9856498268633445,6.243291224630674,POINT (4.9856498268633445 6.243291224630673),200,Ese-Odo,,,,NG029007,Ondo,,,,NG029,Nigeria,,,,NG,2019-04-17,,1077.21348129,v01,en,,,,Ese-Odo,Ondo South,NG02903,6.18445919,4.99072372,0.0,Ondo,Ese-Odo,Urban Flooding,Coastal+River,0,0,10,2
2207,2207,17,0.0008640538056056,299.7021537199248,0.0068708398243504,0.4374338417279564,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.075481355275296,6.243291224630674]}",5.075481355275296,6.243291224630674,POINT (5.075481355275296 6.243291224630673),627,Ovia South West,,,,NG012015,Edo,,,,NG012,Nigeria,,,,NG,2019-04-17,,2771.81799058,v01,en,,,,Ovia South West,Edo South,NG01201,6.47149842,5.29943577,0.0,Edo,Ovia South West,Coastal/Delta,River Flooding,0,0,7,1
2208,2208,25,0.0009688902110718,299.58554026425094,0.0072203956469303,0.4415451359135828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.165312883687249,6.243291224630674]}",5.165312883687249,6.243291224630674,POINT (5.165312883687249 6.243291224630673),627,Ovia South West,,,,NG012015,Edo,,,,NG012,Nigeria,,,,NG,2019-04-17,,2771.81799058,v01,en,,,,Ovia South West,Edo South,NG01201,6.47149842,5.29943577,0.0,Edo,Ovia South West,Coastal/Delta,River Flooding,0,0,7,1
2209,2209,40,0.0008929173276338,299.5629675264644,0.0069986433501184,0.4358671006412065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.255144412099201,6.243291224630674]}",5.255144412099201,6.243291224630674,POINT (5.2551444120992 6.243291224630673),627,Ovia South West,,,,NG012015,Edo,,,,NG012,Nigeria,,,,NG,2019-04-17,,2771.81799058,v01,en,,,,Ovia South West,Edo South,NG01201,6.47149842,5.29943577,0.0,Edo,Ovia South West,Coastal/Delta,River Flooding,0,0,7,1
2210,2210,29,0.0008929173276338,299.5629675264644,0.0069986433501184,0.4358671006412065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.344975940511152,6.243291224630674]}",5.344975940511152,6.243291224630674,POINT (5.344975940511151 6.243291224630673),627,Ovia South West,,,,NG012015,Edo,,,,NG012,Nigeria,,,,NG,2019-04-17,,2771.81799058,v01,en,,,,Ovia South West,Edo South,NG01201,6.47149842,5.29943577,0.0,Edo,Ovia South West,Coastal/Delta,River Flooding,0,0,7,1
2211,2211,27,0.0008662221898014,299.5979883904046,0.0067960417692723,0.4316707093404089,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.434807468923105,6.243291224630674]}",5.434807468923105,6.243291224630674,POINT (5.434807468923104 6.243291224630673),626,Ovia North East,,,,NG012014,Edo,,,,NG012,Nigeria,,,,NG,2019-04-17,,2338.00581204,v01,en,,,,Ovia North East,Edo South,NG01201,6.39677431,5.50306579,0.0,Edo,Ovia North East,Coastal/Delta,River Flooding,0,0,7,1
2212,2212,56,0.000822027671669,299.596288691767,0.0065985357938607,0.4330798871220116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.524638997335057,6.243291224630674]}",5.524638997335057,6.243291224630674,POINT (5.524638997335057 6.243291224630673),605,Oredo,,,,NG012012,Edo,,,,NG012,Nigeria,,,,NG,2019-04-17,,250.4196664,v01,en,,,,Oredo,Edo South,NG01201,6.23301742,5.56381149,0.0,Edo,Oredo,Coastal/Delta,River Flooding,0,0,6,1
2213,2213,64,0.0008583755824512,299.5935776648265,0.006205776312357,0.4231576932613724,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.614470525747009,6.243291224630674]}",5.614470525747009,6.243291224630674,POINT (5.614470525747009 6.243291224630673),605,Oredo,,,,NG012012,Edo,,,,NG012,Nigeria,,,,NG,2019-04-17,,250.4196664,v01,en,,,,Oredo,Edo South,NG01201,6.23301742,5.56381149,0.0,Edo,Oredo,Coastal/Delta,River Flooding,0,0,6,1
2214,2214,65,0.0008238359286,299.6294238080211,0.0058903650418217,0.4171120361996692,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.704302054158961,6.243291224630674]}",5.704302054158961,6.243291224630674,POINT (5.704302054158961 6.243291224630673),334,Ikpoba-Okha,,,,NG012011,Edo,,,,NG012,Nigeria,,,,NG,2019-04-17,,857.07639909,v01,en,,,,Ikpoba-Okha,Edo South,NG01201,6.19976541,5.6622467,0.0,Edo,Ikpoba-Okha,Coastal/Delta,River Flooding,0,0,5,1
